# category	subcategory	protein:ID	color	position
Poorly Characterized	Function Unknown	AIM24:GS115_000937-T1	rgb(10,56,67)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	PRE1:GS115_000938-T1	rgb(126,71,130)	
Information Storage and Processing	RNA Processing and Modification	PRP22:GS115_000939-T1	rgb(92,149,164)	
Information Storage and Processing	RNA Processing and Modification	MSL1:GS115_000940-T1	rgb(83,145,163)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	TAP42:GS115_000941-T1	rgb(184,129,151)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	YIP3:GS115_000942-T1	rgb(105,56,84)	
Information Storage and Processing	Transcription	TOA2:GS115_000943-T1	rgb(108,174,192)	
Information Storage and Processing	RNA Processing and Modification	MPE1:GS115_000944-T1	rgb(89,144,165)	
Poorly Characterized	Function Unknown	YMR027W:GS115_000945-T1	rgb(15,54,63)	
Metabolism	Carbohydrate Transport and Metabolism	POS5:GS115_000946-T1	rgb(231,136,14)	
Information Storage and Processing	Chromatin Structure and Dynamics	RPD3:GS115_000947-T1	rgb(60,82,111)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	PFA3:GS115_000948-T1	rgb(134,72,130)	
Cellular Processes and Signaling	Cytoskeleton  Cellular Processes and Signaling	IQG1:GS115_000949-T1	rgb(69,57,63)	
Poorly Characterized	Function Unknown	AOA65901.1:GS115_000950-T1	rgb(15,50,58)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	HSP82:GS115_000951-T1	rgb(128,77,132)	
Poorly Characterized	Function Unknown	AOA65882.1:GS115_000952-T1	rgb(15,45,69)	
Metabolism	Carbohydrate Transport and Metabolism	MCH2:GS115_000953-T1	rgb(228,125,13)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	PEX6:GS115_000954-T1	rgb(133,73,127)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	SRP68:GS115_000955-T1	rgb(105,56,77)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	SUI3:GS115_000956-T1	rgb(155,178,175)	
Poorly Characterized	Function Unknown	AOA66300.1:GS115_000957-T1	rgb(21,48,59)	
Poorly Characterized	Function Unknown	YAR1:GS115_000958-T1	rgb(22,48,60)	
Poorly Characterized	Function Unknown	RTP1:GS115_000959-T1	rgb(11,44,66)	
Metabolism	Energy Production and Conversion	OYE2:GS115_000960-T1	rgb(250,177,51)	
Poorly Characterized	Function Unknown	ECM1:GS115_000961-T1	rgb(10,49,66)	
Metabolism	Coenzyme Transport and Metabolism	THI22:GS115_000962-T1	rgb(251,156,38)	
Information Storage and Processing	Replication, Recombination and Repair	MCM4:GS115_000963-T1	rgb(49,100,125)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	LSB6:GS115_000964-T1	rgb(191,125,153)	
Metabolism	Coenzyme Transport and Metabolism	BUD16:GS115_000965-T1	rgb(252,158,39)	
Metabolism	Amino Acid Transport and Metabolism	DUG2:GS115_000966-T1	rgb(242,178,47)	
Poorly Characterized	Function Unknown	AOA66798.1:GS115_000967-T1	rgb(12,43,67)	
Metabolism	Nucleotide Transport and Metabolism	AOA66372.1:GS115_000968-T1	rgb(255,201,66)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	AOA66813.1:GS115_000969-T1	rgb(159,178,176)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	MRPL8:GS115_000970-T1	rgb(152,179,180)	
Poorly Characterized	Function Unknown	AOA66848.1:GS115_000971-T1	rgb(14,52,57)	
Metabolism	Secondary Metabolites Biosynthesis, Transport and Catabolism	TSC10:GS115_000972-T1	rgb(184,96,6)	
Metabolism	Carbohydrate Transport and Metabolism	TKL1:GS115_000973-T1	rgb(238,132,25)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	LTP1:GS115_000974-T1	rgb(189,135,154)	
Information Storage and Processing	Transcription	NOT5:GS115_000975-T1	rgb(118,171,196)	
Metabolism	Secondary Metabolites Biosynthesis, Transport and Catabolism	LYS2:GS115_000976-T1	rgb(193,95,10)	
Information Storage and Processing	Replication, Recombination and Repair	RAD16:GS115_000977-T1	rgb(45,102,135)	
Information Storage and Processing	Transcription	GAL11:GS115_000978-T1	rgb(118,168,192)	
Poorly Characterized	Function Unknown	AOA65734.1:GS115_000979-T1	rgb(12,47,66)	
Poorly Characterized	Function Unknown	AOA66736.1:GS115_000980-T1	rgb(10,51,68)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	CLC1:GS115_000981-T1	rgb(105,58,76)	
Information Storage and Processing	RNA Processing and Modification	RTT103:GS115_000982-T1	rgb(92,139,168)	
Metabolism	Amino Acid Transport and Metabolism	HIS4:GS115_000983-T1	rgb(247,185,38)	
Cellular Processes and Signaling	Cytoskeleton  Cellular Processes and Signaling	BIK1:GS115_000984-T1	rgb(76,49,67)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	YPT52:GS115_000985-T1	rgb(103,67,84)	
Poorly Characterized	Function Unknown	GS115_000986-T1:GS115_000986-T1	rgb(23,44,67)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	HSP10:GS115_000987-T1	rgb(123,71,130)	
Poorly Characterized	Function Unknown	RKM3:GS115_000988-T1	rgb(23,54,63)	
Poorly Characterized	Function Unknown	PRY2:GS115_000989-T1	rgb(15,45,65)	
Poorly Characterized	Function Unknown	AOA65442.1:GS115_000990-T1	rgb(17,50,60)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	DID2:GS115_000991-T1	rgb(104,62,83)	
Information Storage and Processing	Transcription	GZF3:GS115_000992-T1	rgb(111,171,192)	
Metabolism	Secondary Metabolites Biosynthesis, Transport and Catabolism	AOA66375.1:GS115_000993-T1	rgb(189,97,2)	
Cellular Processes and Signaling	Cell Wall/Membrane/Envelope Biogenesis	PUN1:GS115_000995-T1	rgb(173,110,166)	
Poorly Characterized	Function Unknown	YPR098C:GS115_000996-T1	rgb(22,56,61)	
Information Storage and Processing	Chromatin Structure and Dynamics	ARP4:GS115_000997-T1	rgb(53,80,101)	
Poorly Characterized	Function Unknown	AOA66140.1:GS115_000998-T1	rgb(23,47,57)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	MRPL51:GS115_000999-T1	rgb(148,171,173)	
Cellular Processes and Signaling	Cell Wall/Membrane/Envelope Biogenesis	MIC60:GS115_001000-T1	rgb(166,105,157)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	HEL1:GS115_001001-T1	rgb(130,74,124)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	AHP1:GS115_001002-T1	rgb(134,72,124)	
Poorly Characterized	Function Unknown	YKR018C:GS115_001003-T1	rgb(18,45,57)	
Information Storage and Processing	Replication, Recombination and Repair	HMI1:GS115_001004-T1	rgb(51,98,127)	
Information Storage and Processing	RNA Processing and Modification	POP3:GS115_001005-T1	rgb(90,145,167)	
Poorly Characterized	Function Unknown	AOA65429.1:GS115_001006-T1	rgb(21,50,61)	
Poorly Characterized	Function Unknown	AOA66717.1:GS115_001007-T1	rgb(14,55,56)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	RCR2:GS115_001008-T1	rgb(96,68,76)	
Information Storage and Processing	Replication, Recombination and Repair	AOA65646.1:GS115_001009-T1	rgb(51,106,127)	
Metabolism	Coenzyme Transport and Metabolism	NMA1:GS115_001010-T1	rgb(243,153,29)	
Information Storage and Processing	Transcription	TAF10:GS115_001011-T1	rgb(107,176,190)	
Information Storage and Processing	Transcription	SPT15:GS115_001012-T1	rgb(118,167,197)	
Poorly Characterized	Function Unknown	AOA66853.1:GS115_001013-T1	rgb(18,43,58)	
Information Storage and Processing	Transcription	DAL81:GS115_001014-T1	rgb(115,175,192)	
Cellular Processes and Signaling	Cytoskeleton  Cellular Processes and Signaling	ARC19:GS115_001015-T1	rgb(78,56,71)	
Information Storage and Processing	RNA Processing and Modification	PRP40:GS115_001016-T1	rgb(82,138,170)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	SEC11:GS115_001017-T1	rgb(105,65,80)	
Metabolism	Energy Production and Conversion	YHB1:GS115_001018-T1	rgb(247,177,54)	
Metabolism	Lipid Transport and Metabolism	YJR107W:GS115_001019-T1	rgb(113,42,0)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	YJL163C:GS115_001020-T1	rgb(98,56,84)	
Information Storage and Processing	RNA Processing and Modification	SUV3:GS115_001021-T1	rgb(94,140,162)	
Cellular Processes and Signaling	Cell Cycle Control, Cell Division, Chromosome Partitioning	CDC7:GS115_001022-T1	rgb(129,67,113)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	BUD14:GS115_001023-T1	rgb(183,126,159)	
Metabolism	Carbohydrate Transport and Metabolism	TPO1:GS115_001024-T1	rgb(232,127,18)	
Metabolism	Inorganic Ion Transport and Metabolism	YPR003C:GS115_001025-T1	rgb(136,59,3)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	HSV2:GS115_001026-T1	rgb(94,59,84)	
Cellular Processes and Signaling	Cell Cycle Control, Cell Division, Chromosome Partitioning	CDC16:GS115_001027-T1	rgb(117,68,113)	
Metabolism	Coenzyme Transport and Metabolism	PAN6:GS115_001028-T1	rgb(246,155,31)	
Poorly Characterized	Function Unknown	MRPL20:GS115_001029-T1	rgb(18,50,58)	
Poorly Characterized	Function Unknown	AOA65666.1:GS115_001030-T1	rgb(17,49,60)	
Information Storage and Processing	Chromatin Structure and Dynamics	SIF2:GS115_001031-T1	rgb(62,90,103)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	TAM41:GS115_001032-T1	rgb(99,67,75)	
Cellular Processes and Signaling	Cell Cycle Control, Cell Division, Chromosome Partitioning	NDC80:GS115_001033-T1	rgb(124,71,108)	
Information Storage and Processing	Replication, Recombination and Repair	SSL2:GS115_001034-T1	rgb(48,100,132)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	SMT3:GS115_001035-T1	rgb(124,76,123)	
Cellular Processes and Signaling	Nuclear Structure	SRP40:GS115_001036-T1	rgb(173,102,133)	
Poorly Characterized	Function Unknown	LPX1:GS115_001037-T1	rgb(10,49,62)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	GRX5:GS115_001038-T1	rgb(126,76,120)	
Information Storage and Processing	RNA Processing and Modification	PRP16:GS115_001039-T1	rgb(92,144,169)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	FMP52:GS115_001040-T1	rgb(191,134,152)	
Cellular Processes and Signaling	Cell Cycle Control, Cell Division, Chromosome Partitioning	IPL1:GS115_001042-T1	rgb(121,72,103)	
Information Storage and Processing	Replication, Recombination and Repair	MRH4:GS115_001043-T1	rgb(46,106,135)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	SRP72:GS115_001044-T1	rgb(97,64,77)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	NIP7:GS115_001045-T1	rgb(146,174,175)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	PUS1:GS115_001046-T1	rgb(154,177,175)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	PUS1:GS115_001046-T2	rgb(156,170,174)	
Poorly Characterized	Function Unknown	AOA66519.1:GS115_001047-T1	rgb(14,44,62)	
Metabolism	Amino Acid Transport and Metabolism	ARG2:GS115_001048-T1	rgb(249,182,36)	
Information Storage and Processing	Replication, Recombination and Repair	PSF2:GS115_001049-T1	rgb(57,96,127)	
Information Storage and Processing	RNA Processing and Modification	EFM2:GS115_001050-T1	rgb(83,139,166)	
Metabolism	Amino Acid Transport and Metabolism	ARO4:GS115_001051-T1	rgb(237,180,36)	
Metabolism	Energy Production and Conversion	SDS24:GS115_001052-T1	rgb(250,169,45)	
Information Storage and Processing	Transcription	BDF1:GS115_001056-T1	rgb(108,169,186)	
Metabolism	Coenzyme Transport and Metabolism	MET8:GS115_001057-T1	rgb(251,155,30)	
Information Storage and Processing	RNA Processing and Modification	NGR1:GS115_001058-T1	rgb(85,148,164)	
Poorly Characterized	Function Unknown	AOA66595.1:GS115_001059-T1	rgb(18,46,61)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	ERV14:GS115_001060-T1	rgb(106,56,73)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	TEF4:GS115_001061-T1	rgb(122,76,123)	
Metabolism	Lipid Transport and Metabolism	ECI1:GS115_001062-T1	rgb(125,45,1)	
Poorly Characterized	Function Unknown	YLR283W:GS115_001063-T1	rgb(16,49,57)	
Information Storage and Processing	RNA Processing and Modification	SMD2:GS115_001064-T1	rgb(90,145,162)	
Poorly Characterized	Function Unknown	AOA66265.1:GS115_001065-T1	rgb(13,46,63)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	GUF1:GS115_001066-T1	rgb(148,167,179)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	SEC31:GS115_001067-T1	rgb(103,62,72)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	SYG1:GS115_001068-T1	rgb(99,62,71)	
Metabolism	Inorganic Ion Transport and Metabolism	NEO1:GS115_001069-T1	rgb(140,58,3)	
Metabolism	Amino Acid Transport and Metabolism	HIS1:GS115_001070-T1	rgb(247,175,43)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RPS28B:GS115_001071-T1	rgb(148,174,175)	
Poorly Characterized	Function Unknown	PCL7:GS115_001072-T1	rgb(15,56,57)	
Poorly Characterized	Function Unknown	PET117:GS115_001073-T1	rgb(14,48,59)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	MMF1:GS115_001074-T1	rgb(154,175,172)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RPL34A:GS115_001075-T1	rgb(158,171,185)	
Poorly Characterized	Function Unknown	RCF2:GS115_001076-T1	rgb(12,51,56)	
Metabolism	Carbohydrate Transport and Metabolism	DCW1:GS115_001077-T1	rgb(235,128,25)	
Metabolism	Amino Acid Transport and Metabolism	ILV1:GS115_001078-T1	rgb(242,182,40)	
Metabolism	Nucleotide Transport and Metabolism	ENT2:GS115_001079-T1	rgb(255,198,66)	
Information Storage and Processing	Transcription	SSL1:GS115_001080-T1	rgb(107,176,186)	
Metabolism	Inorganic Ion Transport and Metabolism	SMF2:GS115_001081-T1	rgb(141,54,2)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	SMM1:GS115_001082-T1	rgb(156,174,177)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	TIM23:GS115_001083-T1	rgb(102,66,82)	
Metabolism	Lipid Transport and Metabolism	ACC1:GS115_001084-T1	rgb(122,38,8)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	RRT12:GS115_001085-T1	rgb(126,78,131)	
Poorly Characterized	Function Unknown	AOA65761.1:GS115_001086-T1	rgb(22,49,66)	
Metabolism	Inorganic Ion Transport and Metabolism	MET3:GS115_001087-T1	rgb(138,63,0)	
Metabolism	Energy Production and Conversion	PDX1:GS115_001088-T1	rgb(247,176,54)	
Information Storage and Processing	Transcription	YNR063W:GS115_001089-T1	rgb(118,179,194)	
Poorly Characterized	Function Unknown	YNR062C:GS115_001090-T1	rgb(15,51,68)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	MCH1:GS115_001091-T1	rgb(106,58,78)	
Poorly Characterized	Function Unknown	AOA66597.1:GS115_001092-T1	rgb(16,51,69)	
Poorly Characterized	Function Unknown	AOA66301.1:GS115_001093-T1	rgb(13,48,59)	
Poorly Characterized	Function Unknown	AOA66384.1:GS115_001094-T1	rgb(12,52,66)	
Poorly Characterized	Function Unknown	AOA65870.1:GS115_001095-T1	rgb(12,47,57)	
Information Storage and Processing	Transcription	CKA2:GS115_001096-T1	rgb(113,171,188)	
Cellular Processes and Signaling	Cytoskeleton  Cellular Processes and Signaling	SAC6:GS115_001097-T1	rgb(74,53,67)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	ERB1:GS115_001098-T1	rgb(152,167,172)	
Metabolism	Carbohydrate Transport and Metabolism	PGM2:GS115_001099-T1	rgb(232,129,15)	
Information Storage and Processing	Transcription	TAF14:GS115_001100-T1	rgb(118,173,188)	
Poorly Characterized	Function Unknown	AOA66861.1:GS115_001101-T1	rgb(13,45,62)	
Metabolism	Energy Production and Conversion	AIM41:GS115_001102-T1	rgb(251,178,53)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	RUD3:GS115_001103-T1	rgb(107,60,74)	
Information Storage and Processing	Replication, Recombination and Repair	RFC1:GS115_001104-T1	rgb(56,105,134)	
Poorly Characterized	Function Unknown	AOA66166.1:GS115_001105-T1	rgb(11,54,65)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	MKK1:GS115_001106-T1	rgb(194,132,158)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	MGE1:GS115_001107-T1	rgb(123,82,131)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	FRK1:GS115_001108-T1	rgb(189,137,152)	
Poorly Characterized	Function Unknown	AOA66867.1:GS115_001109-T1	rgb(14,52,69)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RPL33A:GS115_001110-T1	rgb(154,177,173)	
Metabolism	Coenzyme Transport and Metabolism	DFR1:GS115_001111-T1	rgb(254,158,32)	
Poorly Characterized	Function Unknown	RSA4:GS115_001112-T1	rgb(11,50,60)	
Information Storage and Processing	Transcription	RAI1:GS115_001113-T1	rgb(107,176,185)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	KES1:GS115_001114-T1	rgb(188,130,159)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	SSK2:GS115_001115-T1	rgb(193,131,157)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	PPG1:GS115_001116-T1	rgb(189,138,154)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	HUB1:GS115_001117-T1	rgb(126,78,130)	
Metabolism	Inorganic Ion Transport and Metabolism	ZRG17:GS115_001118-T1	rgb(136,55,2)	
Information Storage and Processing	Transcription	TBF1:GS115_001119-T1	rgb(112,178,188)	
Information Storage and Processing	Chromatin Structure and Dynamics	HHO1:GS115_001120-T1	rgb(58,91,108)	
Information Storage and Processing	RNA Processing and Modification	PAB1:GS115_001121-T1	rgb(85,142,166)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	NFU1:GS115_001122-T1	rgb(130,73,131)	
Cellular Processes and Signaling	Defense Mechanisms	AOA66903.1:GS115_001123-T1	rgb(106,69,123)	
Poorly Characterized	Function Unknown	URB1:GS115_001124-T1	rgb(13,52,66)	
